City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
464,Sitka,US,57.0531,-135.33,55.29,76,100,8.05,light rain
465,Awjilah,LY,29.1081,21.2869,75.99,41,0,10.85,clear sky
466,Nargana,PA,9.4428,-78.5906,80.4,81,83,2.84,broken clouds
467,Acajutla,SV,13.5928,-89.8275,80.13,81,90,3.04,overcast clouds
468,Cap Malheureux,MU,-19.9842,57.6142,73.47,66,79,8.01,broken clouds
469,Chunskiy,RU,56.0815,99.6342,45.73,90,100,3.53,overcast clouds
470,Eucaliptus,BO,-17.5833,-67.5167,48.47,60,100,2.53,overcast clouds
471,San Francisco,US,37.7749,-122.4194,72.0,58,100,12.66,overcast clouds
472,Masterton,NZ,-40.9597,175.6575,60.89,69,95,4.5,overcast clouds
473,Alora,ES,36.8236,-4.7058,67.5,71,81,6.38,broken clouds
474,Auckland,NZ,-36.8667,174.7667,60.22,93,75,16.11,mist
475,Pittsfield,US,42.4501,-73.2454,59.65,40,0,20.71,clear sky
476,Shahreza,IR,32.0339,51.8794,67.17,24,2,1.72,clear sky
477,Sisimiut,GL,66.9395,-53.6735,46.26,52,0,12.59,clear sky
478,Malinovoye Ozero,RU,51.6753,79.7825,47.62,81,100,14.83,overcast clouds
479,Golpayegan,IR,33.4537,50.2884,66.61,29,1,2.68,clear sky
480,Lucapa,AO,-8.4192,20.7447,61.92,55,1,5.46,clear sky
481,Maraa,BR,-1.8333,-65.3667,71.62,98,100,1.34,light rain
482,Matagami,CA,49.7502,-77.6328,48.31,100,100,9.22,mist
483,Dzhebariki-Khaya,RU,62.2167,135.8,82.13,32,27,3.6,scattered clouds
484,Kirakira,SB,-10.4544,161.9205,84.24,74,60,14.34,broken clouds
485,Keetmanshoop,NA,-26.5833,18.1333,54.63,35,0,8.61,clear sky
486,Kysyl-Syr,RU,63.8986,122.7617,73.0,32,2,1.03,clear sky
487,Qaqortoq,GL,60.7167,-46.0333,51.75,42,14,6.64,few clouds
488,Chernyshevskiy,RU,63.0128,112.4714,69.71,30,10,12.75,clear sky
489,Raiganj,IN,25.6167,88.1167,83.07,79,100,10.27,overcast clouds
490,Portland,US,45.5234,-122.6762,62.98,93,100,11.5,mist
491,Saint-Pierre,RE,-21.3393,55.4781,71.91,68,0,12.66,clear sky
492,Maltahohe,NA,-24.8333,16.9833,48.94,37,0,9.22,clear sky
493,Paredon,MX,16.0333,-93.8667,81.34,70,61,3.04,broken clouds
494,Honningsvag,NO,70.9821,25.9704,46.15,87,100,3.44,overcast clouds
495,Oktyabrskiy,RU,54.4815,53.471,56.91,95,14,4.52,few clouds
496,Chulman,RU,56.8479,124.9104,71.13,38,42,2.37,scattered clouds
497,Samoded,RU,63.6083,40.5111,50.94,93,17,2.75,few clouds
498,Powell,US,40.1578,-83.0752,68.11,52,0,6.91,clear sky
499,Ryde,GB,50.73,-1.1621,55.98,88,88,4.0,overcast clouds
500,Thunder Bay,CA,48.4001,-89.3168,43.92,83,13,3.65,few clouds
501,Kharabali,RU,47.4196,47.2568,70.23,41,6,7.81,clear sky
502,Port Macquarie,AU,-31.4333,152.9167,65.89,52,100,7.07,overcast clouds
503,Vila Franca Do Campo,PT,37.7167,-25.4333,69.19,97,100,12.06,light rain
504,Ushibuka,JP,32.1906,130.0228,65.77,88,100,24.36,heavy intensity rain
505,Shelburne,CA,44.0787,-80.2041,51.12,66,71,6.33,broken clouds
506,Bose,IT,45.4612,8.0137,69.39,85,3,4.12,clear sky
507,Yarmouth,US,41.7057,-70.2286,60.15,92,100,11.5,overcast clouds
508,Shiraz,IR,29.6036,52.5388,71.26,22,1,3.27,clear sky
509,Hanyang,CN,32.1371,105.5126,71.6,59,76,4.76,broken clouds
510,Newport,GB,51.5877,-2.9984,52.77,89,100,16.4,overcast clouds
511,Chubbuck,US,42.9208,-112.4661,62.49,58,75,11.5,broken clouds
512,Nago,JP,26.5881,127.9761,84.45,86,71,13.4,broken clouds
513,Les Cayes,HT,18.2,-73.75,78.82,86,100,7.7,overcast clouds
514,Jardim,BR,-21.4803,-56.1381,69.66,68,20,3.83,few clouds
515,Cananea,MX,30.95,-110.3,76.6,18,3,14.7,clear sky
516,Port Augusta,AU,-32.5,137.7667,54.93,68,98,23.2,overcast clouds
517,Tondon,GN,10.3667,-13.35,75.04,93,100,1.12,overcast clouds
518,Tura,IN,25.5198,90.2201,77.61,92,95,5.28,overcast clouds
519,Edinburg,GB,55.9521,-3.1965,46.11,90,0,4.61,clear sky
520,Isla Vista,US,34.4133,-119.861,73.02,68,0,5.75,clear sky
521,Ardatov,RU,55.2421,43.097,55.98,78,100,2.42,overcast clouds
522,Eston,CA,51.1501,-108.7514,70.92,29,100,16.87,overcast clouds
523,Okhotsk,RU,59.3833,143.3,59.76,61,26,4.38,scattered clouds
524,Cherskiy,RU,68.75,161.3,40.01,56,12,18.21,few clouds
525,Blagoyevo,RU,63.3667,47.9167,54.84,94,99,7.07,light rain
526,Dunedin,NZ,-45.8742,170.5036,49.8,54,100,4.0,overcast clouds
527,Yamada,JP,39.4667,141.95,56.89,77,80,8.3,broken clouds
528,Adrar,MR,20.5022,-10.0711,83.84,18,85,8.77,overcast clouds
529,Opuwo,NA,-18.0607,13.84,52.36,49,43,10.02,scattered clouds
530,Preobrazheniye,RU,42.9019,133.9064,47.19,88,100,13.91,overcast clouds
531,Aiken,US,33.5835,-81.5998,78.12,67,100,4.61,overcast clouds
532,Prince Rupert,CA,54.3161,-130.3201,58.12,71,59,4.5,broken clouds
533,Ardahan,TR,41.1087,42.7022,49.62,82,0,3.38,clear sky
534,Hobyo,SO,5.3505,48.5268,77.22,87,18,18.86,few clouds
535,Vidim,RU,56.4088,103.1106,58.98,50,98,5.97,overcast clouds
536,Tual,ID,-5.6667,132.75,80.94,79,100,19.17,overcast clouds
537,Santa Cruz,BO,-17.8,-63.1667,65.66,88,99,8.05,overcast clouds
538,Caceres,ES,39.522,-6.3748,57.06,82,0,2.62,clear sky
539,Andros Town,BS,24.7,-77.7667,79.18,83,100,25.5,overcast clouds
540,Chicama,PE,-7.8447,-79.1469,61.34,78,99,6.69,overcast clouds
541,Bereznik,RU,62.8551,42.7072,52.16,87,70,2.53,broken clouds
542,Greymouth,NZ,-42.4667,171.2,49.51,72,100,8.23,light rain
543,Manuk Mangkaw,PH,4.8,119.85,82.78,72,77,4.29,broken clouds
544,Itanhaem,BR,-24.1831,-46.7889,66.38,88,100,11.56,overcast clouds
545,Murray Bridge,AU,-35.1167,139.2667,51.12,70,58,22.35,moderate rain
546,Najran,SA,17.4924,44.1277,71.96,25,2,2.93,clear sky
547,Maniitsoq,GL,65.4167,-52.9,45.23,61,0,6.71,clear sky
548,Owando,CG,-0.4819,15.8999,71.91,81,100,0.94,overcast clouds
549,Mubi,NG,10.2676,13.2644,72.99,77,100,5.97,overcast clouds
550,Yaan,NG,7.3833,8.5667,68.94,93,100,13.87,heavy intensity rain
551,Alice Springs,AU,-23.7,133.8833,69.22,32,59,9.22,broken clouds
552,Araouane,ML,18.9048,-3.5265,90.66,23,15,6.44,few clouds
553,Quatre Cocos,MU,-20.2078,57.7625,73.09,63,83,20.22,broken clouds
554,Effium,NG,6.6292,8.0593,73.54,96,100,3.51,moderate rain
555,Kisangani,CD,0.5167,25.2,69.98,91,83,1.01,light rain
556,Kwinana,AU,-32.25,115.7667,57.15,75,99,3.0,overcast clouds
557,Lydenburg,ZA,-25.0978,30.4597,45.39,54,0,4.0,clear sky
558,Caninde,BR,-4.3589,-39.3117,70.93,97,87,1.05,overcast clouds
559,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,54.07,88,23,9.08,few clouds
560,Calvinia,ZA,-31.4707,19.776,52.92,22,97,5.95,overcast clouds
561,Andilamena,MG,-17.0167,48.5833,58.64,93,65,7.92,broken clouds
562,Avera,US,33.194,-82.5271,75.25,73,23,5.97,few clouds
563,Chengde,CN,40.9725,117.9361,79.27,21,0,12.95,clear sky
564,Flin Flon,CA,54.7682,-101.865,46.02,71,84,8.3,broken clouds
565,Koungou,YT,-12.7336,45.2042,78.51,69,0,17.27,clear sky
566,Muros,ES,42.7762,-9.0603,61.16,86,77,2.39,broken clouds
567,Deputatskiy,RU,69.3,139.9,60.37,61,98,2.28,overcast clouds
568,Padilla,CO,3.2204,-76.3139,69.37,88,67,3.09,heavy intensity rain
569,Inuvik,CA,68.3499,-133.7218,36.46,64,100,11.5,overcast clouds
570,Minsk,BY,53.9,27.5667,47.95,92,49,5.73,scattered clouds
571,Leshukonskoye,RU,64.8989,45.7622,54.64,52,67,4.72,broken clouds
572,Kinango,KE,-4.1372,39.3153,71.64,80,100,7.36,overcast clouds
573,Havre-Saint-Pierre,CA,50.2334,-63.5986,46.76,87,75,3.44,broken clouds
574,Viedma,AR,-40.8135,-62.9967,50.13,58,100,8.39,overcast clouds
575,Maumere,ID,-8.6199,122.2111,84.25,67,25,2.44,scattered clouds
576,Rock Sound,BS,24.9,-76.2,78.04,86,100,25.46,overcast clouds
577,Dehloran,IR,32.6941,47.2679,94.75,13,6,10.47,clear sky
578,Kismayo,SO,-0.3582,42.5454,77.2,80,29,8.57,scattered clouds
579,Tremedal,BR,-14.9758,-41.4108,67.46,83,85,8.37,overcast clouds
580,Katherine,AU,-14.4667,132.2667,88.12,48,22,6.91,few clouds
581,Sabha,LY,27.0377,14.4283,77.76,25,0,11.27,clear sky
582,Moree,AU,-29.4667,149.85,57.04,61,100,6.51,overcast clouds
583,Elizabeth City,US,36.2946,-76.2511,70.99,77,0,4.61,clear sky
584,Kochkurovo,RU,54.0358,45.4184,54.19,84,59,1.77,broken clouds
585,Sydney Mines,CA,46.2367,-60.2177,46.49,87,40,10.36,scattered clouds
586,Neuquen,AR,-38.9516,-68.0591,40.89,100,0,0.0,clear sky
587,Margate,GB,51.3813,1.3862,56.1,93,100,5.99,overcast clouds
588,Ambunti,PG,-4.2365,142.8448,79.7,83,98,2.06,overcast clouds
589,Urucara,BR,-2.5364,-57.76,73.29,98,100,0.34,overcast clouds
590,Sinnamary,GF,5.3833,-52.95,77.45,88,100,8.66,light rain
591,Kuching,MY,1.55,110.3333,79.02,94,40,1.14,scattered clouds
592,Nemuro,JP,43.3236,145.575,45.41,93,100,20.92,overcast clouds
593,Gillette,US,44.2911,-105.5022,65.32,68,0,6.91,clear sky
594,Hamilton,US,39.1834,-84.5333,72.09,59,0,0.0,clear sky
595,Emerald,AU,-23.5333,148.1667,73.83,58,0,7.47,clear sky
596,Ust-Charyshskaya Pristan,RU,52.3934,83.6635,49.17,63,100,10.85,overcast clouds
597,Zhigansk,RU,66.7697,123.3711,65.14,30,2,6.82,clear sky
598,Nizhniy Kuranakh,RU,58.8353,125.4869,77.0,33,9,2.8,clear sky
599,Karratha,AU,-20.7377,116.8463,72.59,48,0,16.89,clear sky
600,Walvis Bay,NA,-22.9575,14.5053,70.75,26,0,13.8,clear sky
601,Harper,LR,4.375,-7.7169,77.41,85,100,4.05,overcast clouds
602,Eisenach,DE,50.9833,10.3167,58.68,94,78,5.41,broken clouds
603,Itupiranga,BR,-5.1347,-49.3267,73.36,98,100,2.8,overcast clouds
604,Porto Novo,BJ,6.4965,2.6036,77.79,87,75,5.08,broken clouds
605,Ixtapa,MX,20.7,-105.2,78.22,78,100,5.75,overcast clouds
606,Melfi,IT,40.9965,15.6514,65.5,47,4,5.88,clear sky
607,Nantucket,US,41.2835,-70.0995,59.11,94,100,11.5,overcast clouds
608,Eureka,US,40.8021,-124.1637,61.66,76,100,7.0,moderate rain
609,Coari,BR,-4.085,-63.1414,72.5,99,95,1.45,overcast clouds
610,La Palma,US,33.8464,-118.0467,75.81,73,75,11.5,broken clouds
611,Tautira,PF,-17.7333,-149.15,78.85,79,37,15.37,moderate rain
612,Polyarnyy,RU,69.1989,33.4478,51.6,90,87,11.32,overcast clouds
613,Lahat,ID,-3.8,103.5333,81.03,76,66,0.98,broken clouds
614,Dalbandin,PK,28.8947,64.4101,79.84,9,0,0.72,clear sky
615,Targoviste,RO,44.9214,25.4557,68.02,99,63,4.09,broken clouds
616,Griffith,US,41.5284,-87.4237,65.39,58,100,8.05,overcast clouds
617,Mehamn,NO,71.0357,27.8492,46.31,94,100,0.58,overcast clouds
618,Hit,IQ,33.6416,42.8251,92.5,14,100,7.49,overcast clouds
619,Usvyaty,RU,55.7456,30.7533,44.11,97,1,3.22,clear sky
620,Puerto Del Rosario,ES,28.5004,-13.8627,67.75,73,0,17.27,clear sky
621,Grand-Santi,GF,4.25,-54.3833,72.21,99,100,2.62,moderate rain
622,Bac Ninh,VN,21.1833,106.05,87.89,70,100,2.75,overcast clouds
623,Panzhihua,CN,26.5851,101.7128,81.84,63,96,1.99,overcast clouds
624,Tromso,NO,69.6496,18.957,46.42,66,100,18.41,overcast clouds
625,Marshall,US,34.3834,-86.3333,73.38,69,0,3.44,clear sky
626,Den Helder,NL,52.9599,4.7593,53.98,93,100,21.0,overcast clouds
627,Bocana De Paiwas,NI,12.7857,-85.1227,77.56,83,97,7.78,overcast clouds
628,Kozmodemyansk,RU,56.3367,46.5711,54.97,81,100,3.04,overcast clouds
629,Conkal,MX,21.0667,-89.5333,81.05,74,75,8.05,broken clouds
630,The Pas,CA,53.8251,-101.2541,48.22,76,100,4.61,overcast clouds
631,Seybaplaya,MX,19.65,-90.6667,80.06,77,22,6.85,few clouds
632,Khorixas,NA,-20.3667,14.9667,57.43,42,16,10.78,few clouds
633,Grand Forks,US,47.9417,-97.4337,64.13,34,0,11.5,clear sky
634,Blackfoot,US,43.1905,-112.345,63.41,64,100,10.33,overcast clouds
635,Guerrero Negro,MX,27.9769,-114.0611,62.94,82,0,22.62,clear sky
636,Mount Isa,AU,-20.7333,139.5,80.37,41,40,3.44,scattered clouds
637,Ajdabiya,LY,30.7554,20.2263,73.33,61,0,10.6,clear sky
638,Rio Grande City,US,26.3798,-98.8203,86.11,47,0,16.42,clear sky
639,Tara,RU,56.8944,74.371,44.82,65,10,8.57,clear sky
640,Loughrea,IE,53.1969,-8.5669,49.08,93,98,8.41,overcast clouds
641,Ciudad Bolivar,VE,8.1222,-63.5497,79.16,78,86,10.83,overcast clouds
642,Kampong Thum,KH,12.7111,104.8887,85.17,67,30,4.21,scattered clouds
643,Beira,MZ,-19.8436,34.8389,68.09,94,75,6.91,broken clouds
644,Meihekou,CN,42.5272,125.6753,69.44,65,93,13.33,overcast clouds
645,Aksha,RU,50.2814,113.2867,53.19,90,100,10.0,overcast clouds
646,Natal,BR,-5.795,-35.2094,75.85,100,75,5.75,broken clouds
647,Verkhnevilyuysk,RU,63.4453,120.3167,70.86,35,1,5.68,clear sky
648,Anyama,CI,5.4946,-4.0518,77.81,87,100,2.84,overcast clouds
649,Half Moon Bay,US,37.4636,-122.4286,74.03,56,100,12.66,overcast clouds
650,Abastumani,GE,41.7075,42.8457,55.04,92,3,1.57,clear sky
651,East Chicago,US,41.6392,-87.4548,65.52,57,100,8.05,overcast clouds
652,Port Moresby,PG,-9.4431,147.1797,84.11,70,81,6.04,broken clouds
653,Conceicao Do Araguaia,BR,-8.2578,-49.2647,73.53,85,58,0.85,broken clouds
654,Pemba,MZ,-12.974,40.5178,72.3,100,75,15.01,broken clouds
655,Tezu,IN,27.9167,96.1667,82.04,81,65,1.05,broken clouds
656,Chilca,PE,-12.5211,-76.7372,63.45,91,100,7.76,overcast clouds
657,Harer,ET,9.3094,42.1258,56.25,84,5,2.95,clear sky
658,Sal Rei,CV,16.1833,-22.9167,72.07,85,41,22.01,scattered clouds
659,Dobson,US,36.3957,-80.7226,67.68,79,0,0.0,clear sky
660,Piedecuesta,CO,6.9879,-73.0495,69.12,93,91,4.81,overcast clouds
661,Isangel,VU,-19.55,169.2667,80.55,66,7,5.84,clear sky
662,Kiama,AU,-34.6833,150.8667,65.37,58,97,5.01,overcast clouds
663,Letlhakane,BW,-21.4167,25.5833,50.07,68,0,8.32,clear sky
664,Umba,RU,66.6871,34.3429,43.81,98,99,6.8,overcast clouds
665,Sedan,FR,49.6667,5.0,64.72,96,98,5.41,overcast clouds
666,Woodstock,CA,43.1334,-80.7497,58.23,59,77,1.9,broken clouds
667,Gboko,NG,7.3179,8.9951,69.39,89,100,12.97,moderate rain
668,Ketchikan,US,55.3422,-131.6461,61.27,67,0,10.36,clear sky
669,Louis Trichardt,ZA,-23.0439,29.9032,51.28,76,0,1.45,clear sky
670,Laguna,US,38.421,-121.4238,75.76,36,100,6.91,overcast clouds
671,Goiania,BR,-16.6786,-49.2539,74.89,53,0,8.05,clear sky
672,Priiskovyy,RU,51.9333,116.6333,65.95,45,100,12.97,overcast clouds
673,Oranjemund,NA,-28.55,16.4333,60.15,46,3,3.58,clear sky
674,Sakakah,SA,29.9697,40.2064,89.17,16,96,5.26,overcast clouds
675,Cayenne,GF,4.9333,-52.3333,80.1,1,0,1.01,clear sky
676,Codrington,AU,-38.2667,141.9667,52.34,72,91,18.88,light rain
677,Bonthe,SL,7.5264,-12.505,78.28,85,82,7.47,broken clouds
678,Idrinskoye,RU,54.3708,92.1358,51.3,57,14,4.14,few clouds
679,Mattersburg,AT,47.7333,16.4,66.22,95,45,4.16,scattered clouds
680,Miri,MY,4.4148,114.0089,86.14,79,40,2.3,scattered clouds
681,Drugovo,MK,41.4842,20.9233,57.96,77,3,3.24,clear sky
682,Tabas,IR,33.5959,56.9244,80.82,17,0,2.3,clear sky
683,Alghero,IT,40.5589,8.3181,73.49,94,75,4.61,broken clouds
684,Cheyenne,US,41.14,-104.8203,66.34,51,100,5.75,overcast clouds
685,Sharkan,RU,57.2989,53.8712,54.5,94,91,2.89,overcast clouds
686,Verkhnyaya Inta,RU,65.9811,60.3094,48.99,42,0,7.16,clear sky
687,Pundaguitan,PH,6.3711,126.1689,83.35,70,50,4.5,scattered clouds
688,Wegorzewo,PL,54.2157,21.7372,43.36,95,48,5.77,scattered clouds
689,Burgeo,CA,47.6167,-57.6152,45.59,83,5,8.57,clear sky
690,Chingirlau,KZ,51.095,54.0814,64.65,79,91,2.26,moderate rain
691,Hami,CN,42.8,93.45,81.52,13,29,4.29,scattered clouds
692,Erseke,AL,40.3378,20.6789,61.41,75,6,3.76,clear sky
693,Dumai,ID,1.6833,101.45,80.31,87,100,1.97,overcast clouds
694,Entre Rios,BR,-11.9419,-38.0844,66.97,95,70,3.76,broken clouds
695,Belmonte,BR,-15.8631,-38.8828,73.65,80,77,17.54,broken clouds
